movie,city_name,cinema_date,cinema_name,cinema_url,cinema_address,hall,lang,begin_time,all_seats,selectable_seat,sold_seat,occupancy_rate,url
八角笼中,北京,2023-07-27,博纳国际影城（亚运村店）,https://www.maoyan.com/cinema/25987?poi=187546094,地址：朝阳区安立路68号太阳飘亮购物中心B1层,3号厅-激光厅,国语2D,12:10,78,77,1,1.28%,https://www.maoyan.com/xseats/202307270389276?movieId=1413252&cinemaId=25987
八角笼中,北京,2023-07-27,博纳国际影城（密云IMAX店）,https://www.maoyan.com/cinema/24340?poi=164442351,地址：密云区滨河路178号万象汇购物中心4层,6号厅,国语2D,09:50,138,103,35,25.36%,https://www.maoyan.com/xseats/202307270636706?movieId=1413252&cinemaId=24340
八角笼中,北京,2023-07-27,博纳国际影城（大郊亭IMAX旗舰店）,https://www.maoyan.com/cinema/36076?poi=556199961,地址：朝阳区东四环中路芳圆里IDMALL5层,3号-激光高亮厅,国语2D,22:50,145,87,58,40.00%,https://www.maoyan.com/xseats/202307270415220?movieId=1413252&cinemaId=36076
八角笼中,北京,2023-07-27,博纳国际影城（大郊亭IMAX旗舰店）,https://www.maoyan.com/cinema/36076?poi=556199961,地址：朝阳区东四环中路芳圆里IDMALL5层,10号-情侣厅❤,国语2D,16:35,98,56,42,42.86%,https://www.maoyan.com/xseats/202307270390415?movieId=1413252&cinemaId=36076
八角笼中,北京,2023-07-27,博纳国际影城（大郊亭IMAX旗舰店）,https://www.maoyan.com/cinema/36076?poi=556199961,地址：朝阳区东四环中路芳圆里IDMALL5层,10号-情侣厅❤,国语2D,11:50,98,54,44,44.90%,https://www.maoyan.com/xseats/202307270390418?movieId=1413252&cinemaId=36076
八角笼中,北京,2023-07-27,博纳国际影城（万寿路店）,https://www.maoyan.com/cinema/1624?poi=1460949,地址：海淀区复兴路51号凯德晶品购物中心4层,6号激光厅,国语2D,09:50,80,0,80,100.00%,https://www.maoyan.com/xseats/202307270521824?movieId=1413252&cinemaId=1624
八角笼中,北京,2023-07-27,博纳国际影城（密云IMAX店）,https://www.maoyan.com/cinema/24340?poi=164442351,地址：密云区滨河路178号万象汇购物中心4层,7号厅（MX4D）,国语2D,18:30,84,0,84,100.00%,https://www.maoyan.com/xseats/202307270507491?movieId=1413252&cinemaId=24340
八角笼中,北京,2023-07-27,博纳国际影城（密云IMAX店）,https://www.maoyan.com/cinema/24340?poi=164442351,地址：密云区滨河路178号万象汇购物中心4层,7号厅（MX4D）,国语2D,13:55,84,52,32,38.10%,https://www.maoyan.com/xseats/202307270636707?movieId=1413252&cinemaId=24340
八角笼中,北京,2023-07-27,博纳国际影城（万寿路店）,https://www.maoyan.com/cinema/1624?poi=1460949,地址：海淀区复兴路51号凯德晶品购物中心4层,5号激光厅,国语2D,18:00,80,20,60,75.00%,https://www.maoyan.com/xseats/202307270521827?movieId=1413252&cinemaId=1624
八角笼中,北京,2023-07-27,博纳国际影城（密云IMAX店）,https://www.maoyan.com/cinema/24340?poi=164442351,地址：密云区滨河路178号万象汇购物中心4层,国祥雲著厅,国语2D,20:30,172,118,54,31.40%,https://www.maoyan.com/xseats/202307270636708?movieId=1413252&cinemaId=24340
八角笼中,北京,2023-07-27,博纳国际影城（方庄店）,https://www.maoyan.com/cinema/43?poi=82556,地址：丰台区蒲黄榆路28号（地铁5号线、14号线C出口）,11号-VIP沙发厅,国语2D,23:20,20,20,0,0.00%,https://www.maoyan.com/xseats/202307270746466?movieId=1413252&cinemaId=43
八角笼中,北京,2023-07-27,博纳国际影城（方庄店）,https://www.maoyan.com/cinema/43?poi=82556,地址：丰台区蒲黄榆路28号（地铁5号线、14号线C出口）,4号-激光厅,国语2D,14:00,61,52,9,14.75%,https://www.maoyan.com/xseats/202307270390903?movieId=1413252&cinemaId=43
八角笼中,北京,2023-07-27,博纳国际影城（方庄店）,https://www.maoyan.com/cinema/43?poi=82556,地址：丰台区蒲黄榆路28号（地铁5号线、14号线C出口）,11号-VIP沙发厅,国语2D,19:00,20,9,11,55.00%,https://www.maoyan.com/xseats/202307270390904?movieId=1413252&cinemaId=43
八角笼中,北京,2023-07-27,博纳国际影城（方庄店）,https://www.maoyan.com/cinema/43?poi=82556,地址：丰台区蒲黄榆路28号（地铁5号线、14号线C出口）,11号-VIP沙发厅,国语2D,21:10,20,17,3,15.00%,https://www.maoyan.com/xseats/202307270424186?movieId=1413252&cinemaId=43
八角笼中,北京,2023-07-27,博纳国际影城（万寿路店）,https://www.maoyan.com/cinema/1624?poi=1460949,地址：海淀区复兴路51号凯德晶品购物中心4层,6号激光厅,国语2D,16:40,80,0,80,100.00%,https://www.maoyan.com/xseats/202307270521823?movieId=1413252&cinemaId=1624
八角笼中,北京,2023-07-27,华联影院（公益西桥杜比全景声）,https://www.maoyan.com/cinema/25866?poi=185252000,地址：丰台区马家堡街道公益西街华联商厦F3层,3号激光厅（6，7排为按摩座椅，可扫码使用）,国语2D,23:35,68,24,44,64.71%,https://www.maoyan.com/xseats/202307270678985?movieId=1413252&cinemaId=25866
八角笼中,北京,2023-07-27,华联影院（公益西桥杜比全景声）,https://www.maoyan.com/cinema/25866?poi=185252000,地址：丰台区马家堡街道公益西街华联商厦F3层,3号激光厅（6，7排为按摩座椅，可扫码使用）,国语2D,14:45,68,24,44,64.71%,https://www.maoyan.com/xseats/202307270678987?movieId=1413252&cinemaId=25866
八角笼中,北京,2023-07-27,华联影院（公益西桥杜比全景声）,https://www.maoyan.com/cinema/25866?poi=185252000,地址：丰台区马家堡街道公益西街华联商厦F3层,7号激光厅（6，7排为按摩座椅，可扫码使用）,国语2D,21:30,90,33,57,63.33%,https://www.maoyan.com/xseats/202307270785075?movieId=1413252&cinemaId=25866
八角笼中,北京,2023-07-27,华联影院（公益西桥杜比全景声）,https://www.maoyan.com/cinema/25866?poi=185252000,地址：丰台区马家堡街道公益西街华联商厦F3层,3号激光厅（6，7排为按摩座椅，可扫码使用）,国语2D,19:10,68,24,44,64.71%,https://www.maoyan.com/xseats/202307270678986?movieId=1413252&cinemaId=25866
八角笼中,北京,2023-07-27,博纳国际影城（朝阳门IMAX店）,https://www.maoyan.com/cinema/116?poi=63,地址：朝阳区三丰路悠唐购物中心二期B1层,VIP厅-水晶厅,国语2D,09:15,25,25,0,0.00%,https://www.maoyan.com/xseats/202307270390564?movieId=1413252&cinemaId=116
八角笼中,北京,2023-07-27,博纳国际影城（亚运村店）,https://www.maoyan.com/cinema/25987?poi=187546094,地址：朝阳区安立路68号太阳飘亮购物中心B1层,1号厅-激光厅,国语2D,17:10,56,53,3,5.36%,https://www.maoyan.com/xseats/202307270389275?movieId=1413252&cinemaId=25987
八角笼中,北京,2023-07-27,博纳国际影城（万寿路店）,https://www.maoyan.com/cinema/1624?poi=1460949,地址：海淀区复兴路51号凯德晶品购物中心4层,6号激光厅,国语2D,12:10,80,0,80,100.00%,https://www.maoyan.com/xseats/202307270521825?movieId=1413252&cinemaId=1624
八角笼中,北京,2023-07-27,博纳国际影城（亦庄IMAX店）,https://www.maoyan.com/cinema/38144?poi=1518277750,地址：大兴区亦庄经济开发区兴海路1号院1号楼龙湖亦庄天街5层,5号-高亮激光厅,国语2D,12:45,130,1,129,99.23%,https://www.maoyan.com/xseats/202307270465234?movieId=1413252&cinemaId=38144
八角笼中,北京,2023-07-27,博纳国际影城（亦庄IMAX店）,https://www.maoyan.com/cinema/38144?poi=1518277750,地址：大兴区亦庄经济开发区兴海路1号院1号楼龙湖亦庄天街5层,8号高亮激光厅-亲子头等舱座椅❤,国语2D,22:00,70,12,58,82.86%,https://www.maoyan.com/xseats/202307270465232?movieId=1413252&cinemaId=38144
八角笼中,北京,2023-07-27,华谊兄弟电影汇,https://www.maoyan.com/cinema/16467?poi=112208438,地址：朝阳区新源南路甲2号华谊兄弟办公楼首层,4号厅,国语2D,13:40,16,5,11,68.75%,https://www.maoyan.com/xseats/202307270671188?movieId=1413252&cinemaId=16467
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,10号厅,国语2D,19:55,68,8,60,88.24%,https://www.maoyan.com/xseats/202307270762083?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,3号厅,国语2D,20:45,176,46,130,73.86%,https://www.maoyan.com/xseats/202307270762085?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,博纳国际影城（亦庄IMAX店）,https://www.maoyan.com/cinema/38144?poi=1518277750,地址：大兴区亦庄经济开发区兴海路1号院1号楼龙湖亦庄天街5层,8号高亮激光厅-亲子头等舱座椅❤,国语2D,09:50,70,12,58,82.86%,https://www.maoyan.com/xseats/202307270465233?movieId=1413252&cinemaId=38144
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,10号厅,国语2D,22:10,68,8,60,88.24%,https://www.maoyan.com/xseats/202307270762086?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,中影南方古城影院,https://www.maoyan.com/cinema/36339?poi=825521075,地址：石景山区古城南路甲21号院古城影院,激光1厅-自备3D眼镜看3D电影,国语2D,23:00,111,111,0,0.00%,https://www.maoyan.com/xseats/202307270744175?movieId=1413252&cinemaId=36339
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,10号厅,国语2D,13:00,68,8,60,88.24%,https://www.maoyan.com/xseats/202307270762082?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,10号厅,国语2D,10:45,68,8,60,88.24%,https://www.maoyan.com/xseats/202307270762084?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,中影华宇国际影城,https://www.maoyan.com/cinema/37680?poi=1145488230,地址：海淀区华宇时尚购物中心B1层（早10点前和晚22点后请从商场西侧正门电影院专用入口进入）,六号激光VIP厅,中文2D,14:35,13,13,0,0.00%,https://www.maoyan.com/xseats/202307270454152?movieId=1413252&cinemaId=37680
八角笼中,北京,2023-07-27,中影华宇国际影城,https://www.maoyan.com/cinema/37680?poi=1145488230,地址：海淀区华宇时尚购物中心B1层（早10点前和晚22点后请从商场西侧正门电影院专用入口进入）,六号激光VIP厅,中文2D,19:40,13,0,13,100.00%,https://www.maoyan.com/xseats/202307270454153?movieId=1413252&cinemaId=37680
八角笼中,北京,2023-07-27,华谊兄弟影院（IMAX洋桥店）,https://www.maoyan.com/cinema/2548?poi=1547150,地址：丰台区马家堡东路101号院10号银泰百货6层（地铁10号线角门东站D口）,5号摩摩哒按摩椅厅,国语2D,11:55,127,49,78,61.42%,https://www.maoyan.com/xseats/202307270717772?movieId=1413252&cinemaId=2548
八角笼中,北京,2023-07-27,中影华宇国际影城,https://www.maoyan.com/cinema/37680?poi=1145488230,地址：海淀区华宇时尚购物中心B1层（早10点前和晚22点后请从商场西侧正门电影院专用入口进入）,四号激光情侣厅,中文2D,18:25,36,28,8,22.22%,https://www.maoyan.com/xseats/202307270454151?movieId=1413252&cinemaId=37680
八角笼中,北京,2023-07-27,华联影城（通州激光影院）,https://www.maoyan.com/cinema/26095?poi=188992887,地址：通州区通胡大街甲3号3层03层商业3楼,2号激光厅(观看3D影片建议您自备或购买3D眼镜）,国语2D,17:10,78,13,65,83.33%,https://www.maoyan.com/xseats/202307270486236?movieId=1413252&cinemaId=26095
八角笼中,北京,2023-07-27,中影千人影城（晓月广场店）,https://www.maoyan.com/cinema/27000?poi=192352126,地址：丰台区宛平城地区卢沟桥村杜家坎环岛北侧晓月广场四层,9号厅,国语2D,20:10,90,45,45,50.00%,https://www.maoyan.com/xseats/202307270432420?movieId=1413252&cinemaId=27000
八角笼中,北京,2023-07-27,中影千人影城（晓月广场店）,https://www.maoyan.com/cinema/27000?poi=192352126,地址：丰台区宛平城地区卢沟桥村杜家坎环岛北侧晓月广场四层,6号厅,国语2D,22:30,90,50,40,44.44%,https://www.maoyan.com/xseats/202307270432423?movieId=1413252&cinemaId=27000
八角笼中,北京,2023-07-27,中影千人影城（晓月广场店）,https://www.maoyan.com/cinema/27000?poi=192352126,地址：丰台区宛平城地区卢沟桥村杜家坎环岛北侧晓月广场四层,6号厅,国语2D,09:50,90,50,40,44.44%,https://www.maoyan.com/xseats/202307270432422?movieId=1413252&cinemaId=27000
八角笼中,北京,2023-07-27,华联影城（通州激光影院）,https://www.maoyan.com/cinema/26095?poi=188992887,地址：通州区通胡大街甲3号3层03层商业3楼,2号激光厅(观看3D影片建议您自备或购买3D眼镜）,国语2D,12:45,78,13,65,83.33%,https://www.maoyan.com/xseats/202307270486235?movieId=1413252&cinemaId=26095
八角笼中,北京,2023-07-27,中影千人影城（晓月广场店）,https://www.maoyan.com/cinema/27000?poi=192352126,地址：丰台区宛平城地区卢沟桥村杜家坎环岛北侧晓月广场四层,6号厅,国语2D,17:15,90,49,41,45.56%,https://www.maoyan.com/xseats/202307270432421?movieId=1413252&cinemaId=27000
八角笼中,北京,2023-07-27,中影乐成影城（双井乐成中心店）,https://www.maoyan.com/cinema/36327?poi=811306240,地址：朝阳区双井街道东三环中路22号楼乐成中心SPACE3二层2-07号,VIP1厅 芝华士电动沙发（儿童需购票）,国语2D,13:05,15,13,2,13.33%,https://www.maoyan.com/xseats/202307270577568?movieId=1413252&cinemaId=36327
八角笼中,北京,2023-07-27,中影乐成影城（双井乐成中心店）,https://www.maoyan.com/cinema/36327?poi=811306240,地址：朝阳区双井街道东三环中路22号楼乐成中心SPACE3二层2-07号,2号厅 芝华士头等舱沙发座椅（儿童需购票）,国语2D,00:50,61,6,55,90.16%,https://www.maoyan.com/xseats/202307270577570?movieId=1413252&cinemaId=36327
八角笼中,北京,2023-07-27,中影乐成影城（双井乐成中心店）,https://www.maoyan.com/cinema/36327?poi=811306240,地址：朝阳区双井街道东三环中路22号楼乐成中心SPACE3二层2-07号,VIP1厅 芝华士电动沙发（儿童需购票）,国语2D,18:15,15,10,5,33.33%,https://www.maoyan.com/xseats/202307270577572?movieId=1413252&cinemaId=36327
八角笼中,北京,2023-07-27,中影乐成影城（双井乐成中心店）,https://www.maoyan.com/cinema/36327?poi=811306240,地址：朝阳区双井街道东三环中路22号楼乐成中心SPACE3二层2-07号,7号激光厅 芝华士头等舱沙发座椅（儿童需购票）,国语2D,12:35,50,5,45,90.00%,https://www.maoyan.com/xseats/202307270577564?movieId=1413252&cinemaId=36327
八角笼中,北京,2023-07-27,中影南方古城影院,https://www.maoyan.com/cinema/36339?poi=825521075,地址：石景山区古城南路甲21号院古城影院,激光1厅-自备3D眼镜看3D电影,国语2D,20:50,111,111,0,0.00%,https://www.maoyan.com/xseats/202307270744174?movieId=1413252&cinemaId=36339
八角笼中,北京,2023-07-27,中影南方古城影院,https://www.maoyan.com/cinema/36339?poi=825521075,地址：石景山区古城南路甲21号院古城影院,激光1厅-自备3D眼镜看3D电影,国语2D,18:40,111,109,2,1.80%,https://www.maoyan.com/xseats/202307270744176?movieId=1413252&cinemaId=36339
八角笼中,北京,2023-07-27,中影南方古城影院,https://www.maoyan.com/cinema/36339?poi=825521075,地址：石景山区古城南路甲21号院古城影院,激光1厅-自备3D眼镜看3D电影,国语2D,12:15,111,111,0,0.00%,https://www.maoyan.com/xseats/202307270741010?movieId=1413252&cinemaId=36339
八角笼中,北京,2023-07-27,中影南方古城影院,https://www.maoyan.com/cinema/36339?poi=825521075,地址：石景山区古城南路甲21号院古城影院,激光7厅VIP-自备3D眼镜,国语2D,09:10,83,83,0,0.00%,https://www.maoyan.com/xseats/202307270741011?movieId=1413252&cinemaId=36339
八角笼中,北京,2023-07-27,中影CFR国际影城（望京万科时代中心店）,https://www.maoyan.com/cinema/26332?poi=190314402,地址：朝阳区望京街9号万科时代中心F座B1层,4号厅(饮料3元起),国语2D,22:35,94,34,60,63.83%,https://www.maoyan.com/xseats/202307270724818?movieId=1413252&cinemaId=26332
八角笼中,北京,2023-07-27,中影乐成影城（双井乐成中心店）,https://www.maoyan.com/cinema/36327?poi=811306240,地址：朝阳区双井街道东三环中路22号楼乐成中心SPACE3二层2-07号,2号厅 芝华士头等舱沙发座椅（儿童需购票）,国语2D,10:15,61,6,55,90.16%,https://www.maoyan.com/xseats/202307270577566?movieId=1413252&cinemaId=36327
八角笼中,北京,2023-07-27,博纳国际影城（门头沟IMAX店）,https://www.maoyan.com/cinema/27986?poi=1928126412,地址：门头沟区永定地区新城东街17号院2号楼5层Z05号、6层Z01号（地铁s1线上岸站B口出）,6号激光厅,国语2D,14:55,142,114,28,19.72%,https://www.maoyan.com/xseats/202307270541276?movieId=1413252&cinemaId=27986
八角笼中,北京,2023-07-27,卢米埃影城（住总万科店）,https://www.maoyan.com/cinema/15773?poi=93511270,地址：大兴区忠凉路万科广场5层（地铁旧宫站）,一号厅,中文2D,17:00,140,140,0,0.00%,https://www.maoyan.com/xseats/202307270762919?movieId=1413252&cinemaId=15773
八角笼中,北京,2023-07-27,卢米埃影城（长楹天街IMAX店）,https://www.maoyan.com/cinema/13204?poi=52539636,地址：朝阳区朝阳北路长楹天街购物中心东区5F-09,二号厅,中文2D,10:40,135,133,2,1.48%,https://www.maoyan.com/xseats/202307270616769?movieId=1413252&cinemaId=13204
八角笼中,北京,2023-07-27,卢米埃影城（住总万科店）,https://www.maoyan.com/cinema/15773?poi=93511270,地址：大兴区忠凉路万科广场5层（地铁旧宫站）,六号厅,中文2D,13:10,85,85,0,0.00%,https://www.maoyan.com/xseats/202307270762921?movieId=1413252&cinemaId=15773
八角笼中,北京,2023-07-27,博纳国际影城（通州土桥店）,https://www.maoyan.com/cinema/14381?poi=51455681,地址：通州区八通线土桥地铁站向东900米华远好天地购物中心3层（迪卡侬通州店）,7号激光厅,国语2D,10:00,102,39,63,61.76%,https://www.maoyan.com/xseats/202307270482285?movieId=1413252&cinemaId=14381
八角笼中,北京,2023-07-27,博纳国际影城（通州土桥店）,https://www.maoyan.com/cinema/14381?poi=51455681,地址：通州区八通线土桥地铁站向东900米华远好天地购物中心3层（迪卡侬通州店）,4号激光厅,国语2D,16:40,106,43,63,59.43%,https://www.maoyan.com/xseats/202307270482286?movieId=1413252&cinemaId=14381
八角笼中,北京,2023-07-27,博纳国际影城（通州土桥店）,https://www.maoyan.com/cinema/14381?poi=51455681,地址：通州区八通线土桥地铁站向东900米华远好天地购物中心3层（迪卡侬通州店）,7号激光厅,国语2D,17:50,102,36,66,64.71%,https://www.maoyan.com/xseats/202307270482288?movieId=1413252&cinemaId=14381
八角笼中,北京,2023-07-27,唐阁影城（亦庄华联力宝店）,https://www.maoyan.com/cinema/11132?poi=5165994,地址：大兴区荣华街道荣华中路北8号BHGMall北京华联力宝购物中心F4层,运通汽车激光厅（免费停车3小时）,国语2D,11:00,115,113,2,1.74%,https://www.maoyan.com/xseats/202307270715140?movieId=1413252&cinemaId=11132
八角笼中,北京,2023-07-27,唐阁影城（丰台京荟广场店）,https://www.maoyan.com/cinema/26463?poi=190798068,地址：丰台区小屯村梅市口路北侧133号京荟广场B座301房间,5号激光厅,国语2D,21:25,127,28,99,77.95%,https://www.maoyan.com/xseats/202307270603360?movieId=1413252&cinemaId=26463
八角笼中,北京,2023-07-27,博纳国际影城（通州土桥店）,https://www.maoyan.com/cinema/14381?poi=51455681,地址：通州区八通线土桥地铁站向东900米华远好天地购物中心3层（迪卡侬通州店）,4号激光厅,国语2D,11:55,106,45,61,57.55%,https://www.maoyan.com/xseats/202307270482290?movieId=1413252&cinemaId=14381
八角笼中,北京,2023-07-27,博纳国际影城（通州土桥店）,https://www.maoyan.com/cinema/14381?poi=51455681,地址：通州区八通线土桥地铁站向东900米华远好天地购物中心3层（迪卡侬通州店）,3号激光厅,国语2D,23:25,88,35,53,60.23%,https://www.maoyan.com/xseats/202307270724407?movieId=1413252&cinemaId=14381
八角笼中,北京,2023-07-27,唐阁影城（丰台京荟广场店）,https://www.maoyan.com/cinema/26463?poi=190798068,地址：丰台区小屯村梅市口路北侧133号京荟广场B座301房间,6号激光厅,国语2D,10:30,122,39,83,68.03%,https://www.maoyan.com/xseats/202307270603361?movieId=1413252&cinemaId=26463
八角笼中,北京,2023-07-27,唐阁影城（丰台京荟广场店）,https://www.maoyan.com/cinema/26463?poi=190798068,地址：丰台区小屯村梅市口路北侧133号京荟广场B座301房间,5号激光厅,国语2D,13:15,127,28,99,77.95%,https://www.maoyan.com/xseats/202307270603359?movieId=1413252&cinemaId=26463
八角笼中,北京,2023-07-27,国文全激光影城（正华店）,https://www.maoyan.com/cinema/36665?poi=528570323,地址：丰台区东铁匠营政馨园三区正华商城地下1层,激光 1号厅,国语2D,10:20,57,57,0,0.00%,https://www.maoyan.com/xseats/202307270553930?movieId=1413252&cinemaId=36665
八角笼中,北京,2023-07-27,嘉华国际影城（学清路店）,https://www.maoyan.com/cinema/70?poi=84440,地址：海淀区学清路甲8号圣熙8号购物中心5层西侧（学清路）,6号厅-凭影票免费停车2小时,国语2D,22:35,126,97,29,23.02%,https://www.maoyan.com/xseats/202307270659095?movieId=1413252&cinemaId=70
八角笼中,北京,2023-07-27,博纳国际影城（顺义店）,https://www.maoyan.com/cinema/69?poi=1437402,地址：顺义区新顺南大街18号新世界百货七层,4号厅,中文2D,22:05,103,55,48,46.60%,https://www.maoyan.com/xseats/202307270571317?movieId=1413252&cinemaId=69
八角笼中,北京,2023-07-27,大地影院（北京顺义隆华CINITY店）,https://www.maoyan.com/cinema/12394?poi=41599879,地址：顺义区胜利街道新顺南大街11号隆华购物中心6F,4号厅,国语2D,20:35,105,48,57,54.29%,https://www.maoyan.com/xseats/202307270634254?movieId=1413252&cinemaId=12394
八角笼中,北京,2023-07-27,大地院线影城（珠江摩尔店）,https://www.maoyan.com/cinema/26195?poi=189719766,地址：昌平区回龙观镇北清路1号院7号楼内7-101-26,7号激光厅,国语2D,17:15,111,111,0,0.00%,https://www.maoyan.com/xseats/202307270545054?movieId=1413252&cinemaId=26195
八角笼中,北京,2023-07-27,大地院线影城（珠江摩尔店）,https://www.maoyan.com/cinema/26195?poi=189719766,地址：昌平区回龙观镇北清路1号院7号楼内7-101-26,7号激光厅,国语2D,12:35,111,111,0,0.00%,https://www.maoyan.com/xseats/202307270545057?movieId=1413252&cinemaId=26195
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,2号4D全感音激光厅,国语2D,10:30,113,26,87,76.99%,https://www.maoyan.com/xseats/202307270389597?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地院线影城（珠江摩尔店）,https://www.maoyan.com/cinema/26195?poi=189719766,地址：昌平区回龙观镇北清路1号院7号楼内7-101-26,7号激光厅,国语2D,14:55,111,109,2,1.80%,https://www.maoyan.com/xseats/202307270545059?movieId=1413252&cinemaId=26195
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,2号4D全感音激光厅,国语2D,19:30,113,26,87,76.99%,https://www.maoyan.com/xseats/202307270389596?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,2号4D全感音激光厅,国语2D,17:15,113,26,87,76.99%,https://www.maoyan.com/xseats/202307270389594?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,4号激光厅,国语2D,15:45,75,24,51,68.00%,https://www.maoyan.com/xseats/202307270491295?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,2号4D全感音激光厅,国语2D,12:45,113,26,87,76.99%,https://www.maoyan.com/xseats/202307270389599?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地影院（北京米拉家园店）,https://www.maoyan.com/cinema/8301?poi=6151046,地址：通州区马驹桥新海东路1号（豪润生活广场7层）,2号4D全感音激光厅,国语2D,21:45,113,26,87,76.99%,https://www.maoyan.com/xseats/202307270389595?movieId=1413252&cinemaId=8301
八角笼中,北京,2023-07-27,大地影院（北京顺义隆华CINITY店）,https://www.maoyan.com/cinema/12394?poi=41599879,地址：顺义区胜利街道新顺南大街11号隆华购物中心6F,4号厅,国语2D,14:25,105,48,57,54.29%,https://www.maoyan.com/xseats/202307270634253?movieId=1413252&cinemaId=12394
八角笼中,北京,2023-07-27,大地影院（北京顺义隆华CINITY店）,https://www.maoyan.com/cinema/12394?poi=41599879,地址：顺义区胜利街道新顺南大街11号隆华购物中心6F,4号厅,国语2D,18:25,105,48,57,54.29%,https://www.maoyan.com/xseats/202307270634252?movieId=1413252&cinemaId=12394
八角笼中,北京,2023-07-27,大地影院（北京十里河铭泽店）,https://www.maoyan.com/cinema/10951?poi=40086376,地址：朝阳区西大望南路与弘燕南一路交叉口铭泽生活广场5层,6号厅,国语2D,20:00,66,16,50,75.76%,https://www.maoyan.com/xseats/202307270510477?movieId=1413252&cinemaId=10951
八角笼中,北京,2023-07-27,大料国际影城（创意生活广场店）,https://www.maoyan.com/cinema/34?poi=82601,地址：大兴区亦庄经济开发区文化园东路6号创意生活广场三层,三号激光厅（免费停车三小时）,国语2D,09:20,204,202,2,0.98%,https://www.maoyan.com/xseats/202307270791190?movieId=1413252&cinemaId=34
八角笼中,北京,2023-07-27,大地影院（北京十里河铭泽店）,https://www.maoyan.com/cinema/10951?poi=40086376,地址：朝阳区西大望南路与弘燕南一路交叉口铭泽生活广场5层,6号厅,国语2D,22:20,66,16,50,75.76%,https://www.maoyan.com/xseats/202307270510476?movieId=1413252&cinemaId=10951
八角笼中,北京,2023-07-27,大料国际影城（创意生活广场店）,https://www.maoyan.com/cinema/34?poi=82601,地址：大兴区亦庄经济开发区文化园东路6号创意生活广场三层,三号激光厅（免费停车三小时）,国语2D,15:30,204,202,2,0.98%,https://www.maoyan.com/xseats/202307270791191?movieId=1413252&cinemaId=34
八角笼中,北京,2023-07-27,大料国际影城（创意生活广场店）,https://www.maoyan.com/cinema/34?poi=82601,地址：大兴区亦庄经济开发区文化园东路6号创意生活广场三层,三号激光厅（免费停车三小时）,国语2D,21:40,204,202,2,0.98%,https://www.maoyan.com/xseats/202307270791192?movieId=1413252&cinemaId=34
八角笼中,北京,2023-07-27,大地影院（北京十里河铭泽店）,https://www.maoyan.com/cinema/10951?poi=40086376,地址：朝阳区西大望南路与弘燕南一路交叉口铭泽生活广场5层,6号厅,国语2D,17:40,66,16,50,75.76%,https://www.maoyan.com/xseats/202307270510478?movieId=1413252&cinemaId=10951
八角笼中,北京,2023-07-27,嘉华国际影城（学清路店）,https://www.maoyan.com/cinema/70?poi=84440,地址：海淀区学清路甲8号圣熙8号购物中心5层西侧（学清路）,6号厅-凭影票免费停车2小时,国语2D,20:20,126,93,33,26.19%,https://www.maoyan.com/xseats/202307270659097?movieId=1413252&cinemaId=70
